,year,where_coordinates,total_deaths,Item,Value,Cholera case fatality rate,Gross national income per capita (Atlas method),Number of cases of visceral leishmaniasis reported,Number of deaths among children 5 to 14 years of age,Number of diarrhoea deaths from inadequate water,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),Total fertility rate (per woman),Total number of notified TB cases
3465,2014,Abu Jabra district,2.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3466,2014,Abu Jabra district,2.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3463,2014,Abu Jabra district,6.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4582,2014,Malkan village,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4583,2014,Malkan village,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4584,2014,Khor Abeche village,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4585,2014,Khor Abeche village,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4586,2014,Fogadiko village,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4587,2014,Fogadiko village,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4588,2014,El Salam refugee camp,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4589,2014,El Salam refugee camp,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4590,2014,Dady village,1.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4591,2014,Dady village,1.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3464,2014,Abu Jabra district,6.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4593,2014,East Jebel Marra area,1.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4594,2014,Safia-Um Qadd area,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4595,2014,Safia-Um Qadd area,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4596,2014,Al Buram district,1.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4592,2014,East Jebel Marra area,1.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4638,2014,East Jebel Marra area,2.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4597,2014,Al Buram district,1.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4598,2014,Abu Jabaiha town,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4599,2014,Abu Jabaiha town,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4600,2014,Umm Dorain district,0.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4601,2014,Umm Dorain district,0.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4602,2014,Rashad district,6.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3462,2014,Adila district,7.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3461,2014,Adila district,7.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3460,2014,East Darfur state,2.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3459,2014,East Darfur state,2.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3458,2014,East Darfur state,1.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3457,2014,East Darfur state,1.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3456,2014,East Darfur state,1.0,GDP Deflator,96.7697781614,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
3455,2014,East Darfur state,1.0,GDP Deflator,92.1307584851,,,3415.0,9153.05065.04088.0,,37.1798838.4336335.85371,5.71575.000084.282926.517543.6765.476227.333657.00164.758886.133863.832795.818286.551557.51466.284353.824994.520723.859335.43236.622475.459755.455186.595826.901997.040363.8156.394684.921375.694496.767386.019816.983056.307273.541173.319655.967654.581357.69482,20392.0
4026,2015,Dilling town,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4025,2015,Agadi town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4028,2015,Dilling town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4024,2015,Agadi town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4030,2015,Wedabok town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4031,2015,Wedabok town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4032,2015,Tarud village,4.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4033,2015,Tarud village,4.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4034,2015,Yabus village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4035,2015,Yabus village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4027,2015,Dilling town,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4029,2015,Dilling town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3942,2015,Mellit town,13.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3950,2015,Hillet Abdul Rahim village,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3490,2015,Abu Duweimat village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3491,2015,Adila town,12.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3492,2015,Adila town,12.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3540,2015,Abu Jabra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3541,2015,Abu Jabra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3542,2015,West Kordofan state,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3489,2015,Abu Duweimat village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3543,2015,West Kordofan state,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3545,2015,Bielel district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3588,2015,Kulbus district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3589,2015,Kulbus district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4783,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4782,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3786,2015,Abyei district,5.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3544,2015,Bielel district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3488,2015,Abu Karinka town,215.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3487,2015,Abu Karinka town,215.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3486,2015,East Darfur state,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3377,2015,Buram district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3378,2015,Buram district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
3380,2015,Sudan,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
