,year,where_coordinates,total_deaths,GDP Deflator Value
1933,2022,Omdurman town,1.0,42.0404708519
1928,2022,Khartoum city,2.0,42.0404708519
1935,2022,Omdurman town,4.0,42.0404708519
2706,2022,El Geneina town,0.0,42.0404708519
2705,2022,Al Kereinik village,0.0,42.0404708519
1934,2022,Khartoum city,1.0,42.0404708519
2703,2022,El Geneina town,0.0,42.0404708519
2694,2022,Bir Saleeba village,18.0,42.0404708519
2693,2022,Saluma village,0.0,42.0404708519
2692,2022,Morgeh village,0.0,42.0404708519
2670,2022,Amiet town,13.0,42.0404708519
2669,2022,Abyei town,0.0,42.0404708519
2668,2022,Abyei town,7.0,42.0404708519
2667,2022,Agok town,1.0,42.0404708519
2666,2022,Myordol village,7.0,42.0404708519
2704,2022,Al Kereinik village,7.0,42.0404708519
1940,2022,Nyala town,1.0,42.0404708519
1937,2022,Omdurman town,1.0,42.0404708519
1936,2022,Khartoum city,5.0,42.0404708519
1941,2022,Khartoum city,1.0,42.0404708519
1939,2022,Tullus town,1.0,42.0404708519
1943,2022,Kega El Kheil village,3.0,42.0404708519
1944,2022,Omdurman town,1.0,42.0404708519
1942,2022,Omdurman town,1.0,42.0404708519
1945,2022,Khartoum state,1.0,42.0404708519
1946,2022,Al Fashir town,1.0,42.0404708519
1938,2022,Omdurman town,1.0,42.0404708519
3701,2023,Wad Ashana town,8.0,3562.7482557739
3700,2023,Omdurman town,3.0,3562.7482557739
3699,2023,Khartoum city,2.0,3562.7482557739
3698,2023,Omdurman town,3.0,3562.7482557739
3726,2023,Bahri/ Khartoum North town,3.0,3562.7482557739
3725,2023,Hamidiya village,0.0,3562.7482557739
3724,2023,Al Fashir town,0.0,3562.7482557739
3727,2023,Omdurman town,24.0,3562.7482557739
3706,2023,El Obeid town,3.0,3562.7482557739
3723,2023,Khartoum city,2.0,3562.7482557739
3696,2023,Khartoum city,1.0,3562.7482557739
3728,2023,Zalingei town,1.0,3562.7482557739
3729,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3730,2023,El Fula town,0.0,3562.7482557739
3731,2023,Ardamatta locality,3.0,3562.7482557739
3732,2023,El Obeid town,1.0,3562.7482557739
3695,2023,Nyala town,0.0,3562.7482557739
3694,2023,Omdurman town,13.0,3562.7482557739
3697,2023,Omdurman town,5.0,3562.7482557739
3722,2023,Nyala town,3.0,3562.7482557739
3716,2023,Hamidiya village,0.0,3562.7482557739
3720,2023,Nyala town,0.0,3562.7482557739
3707,2023,Khartoum city,3.0,3562.7482557739
3708,2023,Jebel Awliya area,0.0,3562.7482557739
3709,2023,Jebel Awliya area,0.0,3562.7482557739
3704,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3703,2023,Jebel Awliya area,0.0,3562.7482557739
3710,2023,El Obeid town,0.0,3562.7482557739
3711,2023,El Obeid town,0.0,3562.7482557739
3702,2023,Umm Ruwaba town,4.0,3562.7482557739
3693,2023,Khartoum city,7.0,3562.7482557739
3712,2023,Bahri/ Khartoum North town,4.0,3562.7482557739
3713,2023,Omdurman town,4.0,3562.7482557739
3714,2023,Omdurman town,0.0,3562.7482557739
3715,2023,Khartoum city,1.0,3562.7482557739
3705,2023,Bahri/ Khartoum North town,20.0,3562.7482557739
3717,2023,Zalingei town,1.0,3562.7482557739
3718,2023,Zalingei town,0.0,3562.7482557739
3719,2023,El Abbasiya town,1.0,3562.7482557739
3721,2023,Nyala town,3.0,3562.7482557739
3692,2023,Zalingei town,6.0,3562.7482557739
2831,2023,Dalami town,0.0,3562.7482557739
3690,2023,Zalingei town,9.0,3562.7482557739
3668,2023,Khartoum city,20.0,3562.7482557739
3667,2023,Omdurman town,0.0,3562.7482557739
3666,2023,El Obeid town,14.0,3562.7482557739
3665,2023,Nyala town,2.0,3562.7482557739
3664,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3663,2023,Omdurman town,2.0,3562.7482557739
3662,2023,Nyala town,39.0,3562.7482557739
3661,2023,Khartoum city,5.0,3562.7482557739
3669,2023,Nyala town,0.0,3562.7482557739
3660,2023,Khartoum city,7.0,3562.7482557739
3658,2023,Nyala town,30.0,3562.7482557739
3657,2023,Nyala town,24.0,3562.7482557739
3656,2023,Nyala town,42.0,3562.7482557739
3655,2023,Bahri/ Khartoum North town,6.0,3562.7482557739
3654,2023,Nyala town,1.0,3562.7482557739
3653,2023,Omdurman town,1.0,3562.7482557739
3652,2023,Omdurman town,2.0,3562.7482557739
3651,2023,Khartoum city,3.0,3562.7482557739
3659,2023,Khartoum city,1.0,3562.7482557739
3691,2023,Omdurman town,9.0,3562.7482557739
3670,2023,Khartoum city,5.0,3562.7482557739
3672,2023,Omdurman town,13.0,3562.7482557739
3689,2023,Nyala town,1.0,3562.7482557739
3688,2023,Al Udayyah town,1.0,3562.7482557739
3687,2023,Khartoum city,1.0,3562.7482557739
3686,2023,El Fula town,2.0,3562.7482557739
3685,2023,Nyala town,0.0,3562.7482557739
3684,2023,Omdurman town,1.0,3562.7482557739
3683,2023,Omdurman town,0.0,3562.7482557739
3682,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3671,2023,Khartoum city,5.0,3562.7482557739
3681,2023,Omdurman town,17.0,3562.7482557739
3680,2023,Sudan - Chad border (El Geneina district),0.0,3562.7482557739
3679,2023,Khartoum city,0.0,3562.7482557739
3678,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3677,2023,Al Fashir town,2.0,3562.7482557739
3676,2023,Omdurman town,2.0,3562.7482557739
3675,2023,Omdurman town,32.0,3562.7482557739
3674,2023,Nyala town,1.0,3562.7482557739
3673,2023,Omdurman town,10.0,3562.7482557739
3733,2023,Al Fashir town,0.0,3562.7482557739
3734,2023,Ardamatta locality,11.0,3562.7482557739
3774,2023,El Geneina town,14.0,3562.7482557739
3736,2023,El Geneina town,0.0,3562.7482557739
3797,2023,Sirbah village,200.0,3562.7482557739
3796,2023,Umm Ruwaba town,1.0,3562.7482557739
3795,2023,Umm Ruwaba town,1.0,3562.7482557739
3794,2023,El Geneina town,1.0,3562.7482557739
3793,2023,Al Kereinik village,1.0,3562.7482557739
3792,2023,Al Farshaya village,1.0,3562.7482557739
3791,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3790,2023,Murnei town,7.0,3562.7482557739
3789,2023,Menawashei town,2.0,3562.7482557739
3788,2023,El Geneina town,4.0,3562.7482557739
3787,2023,El Geneina town,3.0,3562.7482557739
3786,2023,El Geneina town,30.0,3562.7482557739
3785,2023,El Geneina town,30.0,3562.7482557739
3784,2023,El Geneina town,0.0,3562.7482557739
3783,2023,El Geneina town,13.0,3562.7482557739
3782,2023,Er Rahad town,4.0,3562.7482557739
3781,2023,Kutum town,35.0,3562.7482557739
3798,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3799,2023,Nyala town,1.0,3562.7482557739
3800,2023,Border between Gezira and Khartoum states,1.0,3562.7482557739
3801,2023,Nyala town,2.0,3562.7482557739
3819,2023,Rufaa town,2.0,3562.7482557739
3818,2023,Dilling town,4.0,3562.7482557739
3817,2023,Abu Hamra village,9.0,3562.7482557739
3816,2023,Ardamatta locality,7.0,3562.7482557739
3815,2023,Ardamatta locality,53.0,3562.7482557739
3814,2023,Ardamatta locality,66.0,3562.7482557739
3813,2023,Ardamatta locality,15.0,3562.7482557739
3812,2023,Ardamatta locality,17.0,3562.7482557739
3780,2023,Kutum town,1.0,3562.7482557739
3811,2023,Ardamatta locality,932.0,3562.7482557739
3809,2023,Nyala town,10.0,3562.7482557739
3808,2023,Wad Ashana town,2.0,3562.7482557739
3807,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3806,2023,Zalingei town,24.0,3562.7482557739
3805,2023,Bahri/ Khartoum North town,3.0,3562.7482557739
3804,2023,Khartoum city,0.0,3562.7482557739
3803,2023,Bahri/ Khartoum North town,2.0,3562.7482557739
3802,2023,Omdurman town,1.0,3562.7482557739
3810,2023,Ardamatta locality,10.0,3562.7482557739
3779,2023,Tuti island,1.0,3562.7482557739
3778,2023,El Geneina town,9.0,3562.7482557739
3777,2023,El Obeid town,20.0,3562.7482557739
3754,2023,Babanusa village,1.0,3562.7482557739
3753,2023,Omdurman town,0.0,3562.7482557739
3752,2023,Omdurman town,1.0,3562.7482557739
3751,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3750,2023,El Daein town,40.0,3562.7482557739
3749,2023,North Kordofan state,0.0,3562.7482557739
3748,2023,Jebel Awliya area,3.0,3562.7482557739
3747,2023,Omdurman town,0.0,3562.7482557739
3755,2023,North Kordofan state,4.0,3562.7482557739
3746,2023,Jebel Awliya area,70.0,3562.7482557739
3744,2023,Jebel Awliya area,1.0,3562.7482557739
3743,2023,Bahri/ Khartoum North town,2.0,3562.7482557739
3742,2023,Omdurman town,1.0,3562.7482557739
3741,2023,Al Fashir town,0.0,3562.7482557739
3740,2023,Al Fashir town,1.0,3562.7482557739
3739,2023,Khartoum city,15.0,3562.7482557739
3738,2023,Omdurman town,0.0,3562.7482557739
3737,2023,Ardamatta locality,0.0,3562.7482557739
3745,2023,Al Fashir town,2.0,3562.7482557739
3735,2023,Ardamatta locality,2.0,3562.7482557739
3756,2023,Omdurman town,4.0,3562.7482557739
3758,2023,Bahri/ Khartoum North town,2.0,3562.7482557739
3776,2023,Misterei town,28.0,3562.7482557739
3775,2023,Khartoum city,1.0,3562.7482557739
3650,2023,Khartoum city,6.0,3562.7482557739
3773,2023,El Geneina town,1.0,3562.7482557739
3772,2023,El Geneina town,3.0,3562.7482557739
3771,2023,El Geneina town,0.0,3562.7482557739
3770,2023,El Geneina town,4.0,3562.7482557739
3769,2023,Al Kereinik village,165.0,3562.7482557739
3757,2023,Omdurman town,5.0,3562.7482557739
3768,2023,El Geneina town,0.0,3562.7482557739
3766,2023,Nyala town,30.0,3562.7482557739
3765,2023,Abu Shouk camp,2.0,3562.7482557739
3764,2023,Wad Madani town,3.0,3562.7482557739
3763,2023,Abu Haraz village,2.0,3562.7482557739
3762,2023,Wad Madani town,2.0,3562.7482557739
3761,2023,Nyala town,0.0,3562.7482557739
3760,2023,Khartoum city,2.0,3562.7482557739
3759,2023,Jebrat El Sheikh town,0.0,3562.7482557739
3767,2023,Kosti town,0.0,3562.7482557739
3649,2023,Khartoum city,2.0,3562.7482557739
3609,2023,Dilling town,2.0,3562.7482557739
3647,2023,Bahri/ Khartoum North town,5.0,3562.7482557739
3537,2023,Khartoum city,8.0,3562.7482557739
3536,2023,Khartoum city,0.0,3562.7482557739
3535,2023,El Geneina town,0.0,3562.7482557739
3534,2023,El Geneina town,0.0,3562.7482557739
3533,2023,El Geneina town,1.0,3562.7482557739
3532,2023,El Geneina town,0.0,3562.7482557739
3531,2023,Khartoum city,0.0,3562.7482557739
3530,2023,Omdurman town,0.0,3562.7482557739
3529,2023,El Obeid town,1.0,3562.7482557739
3528,2023,El Obeid town,52.0,3562.7482557739
3527,2023,Sudan,30.0,3562.7482557739
3526,2023,Khartoum city,6.0,3562.7482557739
3525,2023,Bahri/ Khartoum North town,4.0,3562.7482557739
3524,2023,Omdurman town,5.0,3562.7482557739
3523,2023,Sudan,13.0,3562.7482557739
3522,2023,Khartoum city,30.0,3562.7482557739
3521,2023,Sudan,10.0,3562.7482557739
3538,2023,Khartoum city,4.0,3562.7482557739
3539,2023,El Geneina town,0.0,3562.7482557739
3540,2023,Khartoum city,5.0,3562.7482557739
3541,2023,North Kordofan state,0.0,3562.7482557739
3559,2023,El Obeid town,3.0,3562.7482557739
3558,2023,Misterei town,0.0,3562.7482557739
3557,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3556,2023,Omdurman town,0.0,3562.7482557739
3555,2023,Misterei town,17.0,3562.7482557739
3554,2023,Khartoum city,0.0,3562.7482557739
3553,2023,Al Fashir town,0.0,3562.7482557739
3552,2023,El Geneina town,0.0,3562.7482557739
3520,2023,Sudan,8.0,3562.7482557739
3551,2023,Sirbah village,4.0,3562.7482557739
3549,2023,El Geneina town,0.0,3562.7482557739
3548,2023,Nyala town,8.0,3562.7482557739
3547,2023,Nyala town,17.0,3562.7482557739
3546,2023,Zalingei town,0.0,3562.7482557739
3545,2023,Khartoum city,0.0,3562.7482557739
3544,2023,El Geneina town,20.0,3562.7482557739
3543,2023,El Geneina town,0.0,3562.7482557739
3542,2023,El Geneina town,0.0,3562.7482557739
3550,2023,Zalingei town,1.0,3562.7482557739
3560,2023,Khartoum city,0.0,3562.7482557739
3519,2023,Kabkabiyah town,3.0,3562.7482557739
3517,2023,El Obeid town,6.0,3562.7482557739
3415,2023,Kubbum town,0.0,3562.7482557739
3414,2023,Dumba village,0.0,3562.7482557739
3413,2023,South Darfur state,0.0,3562.7482557739
3412,2023,South Darfur state,0.0,3562.7482557739
3411,2023,Markundi village,0.0,3562.7482557739
3410,2023,Nyala town,0.0,3562.7482557739
3409,2023,Kubbum town,0.0,3562.7482557739
3408,2023,Kubbum town,0.0,3562.7482557739
2719,2023,As Sunta town,0.0,3562.7482557739
2720,2023,Buram town,0.0,3562.7482557739
2721,2023,Buram town,0.0,3562.7482557739
2722,2023,Buram district,0.0,3562.7482557739
2826,2023,South Kordofan state,2.0,3562.7482557739
2827,2023,Kadugli district,0.0,3562.7482557739
2828,2023,Kadugli town,1.0,3562.7482557739
2829,2023,Dilling town,2.0,3562.7482557739
2830,2023,Kadugli town,40.0,3562.7482557739
2718,2023,Buram town,0.0,3562.7482557739
2709,2023,Tendelti village,0.0,3562.7482557739
2708,2023,Tendelti village,7.0,3562.7482557739
2707,2023,Foro Baranga town,0.0,3562.7482557739
3516,2023,Al Fashir town,20.0,3562.7482557739
3515,2023,Omdurman town,5.0,3562.7482557739
3514,2023,Khartoum city,5.0,3562.7482557739
3508,2023,Abyei district,0.0,3562.7482557739
3507,2023,Abyei district,0.0,3562.7482557739
3506,2023,Abyei town,0.0,3562.7482557739
3505,2023,Abyei district,0.0,3562.7482557739
3504,2023,Abyei district,0.0,3562.7482557739
3518,2023,Nyala town,0.0,3562.7482557739
3503,2023,Abyei district,3.0,3562.7482557739
3472,2023,Geissan village,0.0,3562.7482557739
1947,2023,Omdurman town,1.0,3562.7482557739
1948,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
1949,2023,El Geneina district,1.0,3562.7482557739
1950,2023,Khartoum city,1.0,3562.7482557739
1951,2023,El Kurmuk district,4.0,3562.7482557739
2671,2023,Abyei - Muglad district,1.0,3562.7482557739
2672,2023,Amiet town,1.0,3562.7482557739
3820,2023,Al Hasaheisa town,2.0,3562.7482557739
3561,2023,El Geneina town,40.0,3562.7482557739
3562,2023,Kutum town,0.0,3562.7482557739
3563,2023,Bahri/ Khartoum North town,3.0,3562.7482557739
3624,2023,Omdurman town,2.0,3562.7482557739
3623,2023,Khartoum city,1.0,3562.7482557739
3622,2023,Khartoum city,4.0,3562.7482557739
3621,2023,Wadi Seidna air base,0.0,3562.7482557739
3620,2023,Omdurman town,2.0,3562.7482557739
3619,2023,Omdurman town,0.0,3562.7482557739
3618,2023,El Obeid town,4.0,3562.7482557739
3617,2023,Nyala town,16.0,3562.7482557739
3616,2023,Omdurman town,9.0,3562.7482557739
3615,2023,Khartoum city,9.0,3562.7482557739
3614,2023,Khartoum city,2.0,3562.7482557739
3613,2023,Khartoum city,0.0,3562.7482557739
3612,2023,Zalingei town,1.0,3562.7482557739
3611,2023,Menawashei town,8.0,3562.7482557739
3610,2023,Omdurman town,0.0,3562.7482557739
2832,2023,Dilling town,1.0,3562.7482557739
3608,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3625,2023,Khartoum city,1.0,3562.7482557739
3626,2023,Zalingei town,0.0,3562.7482557739
3627,2023,Khartoum city,15.0,3562.7482557739
3628,2023,Umm Ruwaba town,4.0,3562.7482557739
3646,2023,Bahri/ Khartoum North town,2.0,3562.7482557739
3645,2023,Nyala town,0.0,3562.7482557739
3644,2023,Nyala town,1.0,3562.7482557739
3643,2023,Omdurman town,11.0,3562.7482557739
3642,2023,Nyala town,12.0,3562.7482557739
3641,2023,Nyala town,0.0,3562.7482557739
3640,2023,Faraj Allah village,26.0,3562.7482557739
3639,2023,Nyala town,2.0,3562.7482557739
3607,2023,Omdurman town,5.0,3562.7482557739
3638,2023,Omdurman town,6.0,3562.7482557739
3636,2023,Zalingei town,0.0,3562.7482557739
3635,2023,Omdurman town,20.0,3562.7482557739
3634,2023,Nyala town,2.0,3562.7482557739
3633,2023,Omdurman town,5.0,3562.7482557739
3632,2023,Nyala town,8.0,3562.7482557739
3631,2023,Omdurman town,1.0,3562.7482557739
3630,2023,Omdurman town,5.0,3562.7482557739
3629,2023,El Mek Nimr bridge,12.0,3562.7482557739
3637,2023,Nyala town,34.0,3562.7482557739
3606,2023,Kass town,3.0,3562.7482557739
3605,2023,Omdurman town,0.0,3562.7482557739
3604,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3581,2023,Omdurman town,8.0,3562.7482557739
3580,2023,Sharq El Nile district,4.0,3562.7482557739
3579,2023,El Geneina town,2.0,3562.7482557739
3578,2023,Omdurman town,1.0,3562.7482557739
3577,2023,El Geneina town,1.0,3562.7482557739
3576,2023,Nyala town,2.0,3562.7482557739
3575,2023,El Geneina town,0.0,3562.7482557739
3574,2023,El Geneina town,16.0,3562.7482557739
3582,2023,Khartoum city,13.0,3562.7482557739
3573,2023,Khartoum city,18.0,3562.7482557739
3571,2023,Bahri/ Khartoum North town,3.0,3562.7482557739
3570,2023,Omdurman town,12.0,3562.7482557739
3569,2023,Khartoum city,1.0,3562.7482557739
3568,2023,Bahri/ Khartoum North town,5.0,3562.7482557739
3567,2023,Khartoum city,3.0,3562.7482557739
3566,2023,Khartoum city,4.0,3562.7482557739
3565,2023,Khartoum city,10.0,3562.7482557739
3564,2023,Khartoum city,3.0,3562.7482557739
3572,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3648,2023,Nyala town,4.0,3562.7482557739
3583,2023,Khartoum city,0.0,3562.7482557739
3585,2023,Tawila town,8.0,3562.7482557739
3603,2023,Khartoum state,49.0,3562.7482557739
3602,2023,Bahri/ Khartoum North town,0.0,3562.7482557739
3601,2023,Khartoum city,0.0,3562.7482557739
3600,2023,Zalingei town,5.0,3562.7482557739
3599,2023,Nyala town,3.0,3562.7482557739
3598,2023,Omdurman town,0.0,3562.7482557739
3597,2023,Kass town,0.0,3562.7482557739
3596,2023,El Obeid town,1.0,3562.7482557739
3584,2023,Khartoum city,30.0,3562.7482557739
3595,2023,Khartoum city,4.0,3562.7482557739
3593,2023,Zalingei town,1.0,3562.7482557739
3592,2023,Bahri/ Khartoum North town,1.0,3562.7482557739
3591,2023,Khartoum city,28.0,3562.7482557739
3590,2023,Nyala town,12.0,3562.7482557739
3589,2023,Omdurman town,9.0,3562.7482557739
3588,2023,Nyala town,18.0,3562.7482557739
3587,2023,Al Fashir town,0.0,3562.7482557739
3586,2023,Tawila town,0.0,3562.7482557739
3594,2023,Omdurman town,20.0,3562.7482557739
3821,2023,Kulbus town,126.0,3562.7482557739
