GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),COUNTRY (DISPLAY),DIMENSION (NAME),Average
RSUD_370,Specialized treatment facilities for alcohol use disorders,2007,Sudan,In the capital city,0
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2007,Sudan,18 to 23 months,5.55
RSUD_810,Continuing professional development in treatment,2007,Sudan,Medical doctors,0
TB_ret_nrel,"Previously treated  cases, excluding relapse",2007,Sudan,,1163
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2007,Sudan,Urban,4.94408
LIFE_0000000035,ex - expectation of life at age x,2007,Sudan,Male,4.64714
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2007,Sudan,Female,748.7478
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2007,Sudan,Beer,1.27
HIV_0000000024,Estimated antiretroviral therapy coverage among children,2007,Sudan,,0
TB_hivtest_pct,TB patients with known HIV status (%),2007,Sudan,,38
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2007,Sudan,Male,17.05
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),2007,Sudan,Female,5.06491
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2007,Sudan,Beer,1.15
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2007,Sudan,Severe,3.45
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2007,Sudan,Female,1.05
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),2007,Sudan,,90
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Sudan,Urban,0.70035
LIFE_0000000034,Tx - person-years lived above age x,2007,Sudan,Both sexes,4359852.143
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2007,Sudan,Female,2896.5
MORT_200,Deaths per 1 000 live births,2007,Sudan,1-59 months,1.1674
AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,2007,Sudan,Both sexes,237.93424
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,Sudan,0-4 years,0.0107
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2007,Sudan,Male,16.133175
RSUD_400,Main substance at treatment entry,2007,Sudan,First main,0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,Sudan,Male,16.057245
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2007,Sudan,Both sexes,9660
AIR_7,Ambient air pollution attributable DALYs,2007,Sudan,Female,819.548275
TB_c_mdr_tx,Cases started on MDR-TB treatment,2007,Sudan,,80
LIFE_0000000034,Tx - person-years lived above age x,2007,Sudan,Male,4473440.839
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2007,Sudan,Female,96.015455
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",2007,Sudan,Both sexes,17.04191
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2007,Sudan,Female,438847.2024
CM_04,Number of deaths among children ages 5 to 9 years,2007,Sudan,Both sexes,12333.5
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2007,Sudan,Male,3.9
MDG_0000000003,Adolescent birth rate (per 1000 women),2007,Sudan,Female,101.19
TB_c_newinc,Tuberculosis - new and relapse cases,2007,Sudan,,26001
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,Sudan,Both sexes,3.68224
Camp_gov_prog,Campaign was part of a comprehensive tobacco control programme,2006,Sudan,,0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2006,Sudan,Total,44.85
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2006,Sudan,Female,0.00442
O_Bup_sold,Bupropion - legally sold,2006,Sudan,,0
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2006,Sudan,Both sexes,967.36475
LIFE_0000000031,lx - number of people left alive at age x,2006,Sudan,Male,95455.62444
LIFE_0000000034,Tx - person-years lived above age x,2006,Sudan,Male,1375859.311
NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,2006,Sudan,,0
RSUD_150,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders,2006,Sudan,Representatives of people who use drugs,0
MORT_200,Deaths per 1 000 live births,2006,Sudan,1-59 months,0.0034
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2006,Sudan,Male,2.071975
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2006,Sudan,Female,34.5
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2006,Sudan,Female,6.01267
NTCP_curr,Reported currency,2006,Sudan,,0
WHS3_46,Total tetanus - number of reported cases,2006,Sudan,,5087
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,2006,Sudan,,0
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,2006,Sudan,,0
GHED_PVT-D_pc_US_SHA2011,Domestic private health expenditure (PVT-D) per capita in US$,2006,Sudan,,54.49
MORT_100,Number of deaths,2006,Sudan,Both sexes,0
MORT_100,Number of deaths,2006,Sudan,Both sexes,849.71761
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2006,Sudan,Female,6.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2006,Sudan,Wine,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2006,Sudan,Both sexes,177.9942
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2006,Sudan,Male,0.85
MORT_100,Number of deaths,2006,Sudan,Both sexes,298.53219
W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?,2006,Sudan,,0
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),2006,Sudan,,62.4
MORT_100,Number of deaths,2006,Sudan,Both sexes,326.16926
RSUD_110,Ministry/office that takes primary responsibility for prevention for substance use,2006,Sudan,Drugs,0
ASSISTIVETECH_Q10,Existence of initiatives/collaborations on assistive technology,2006,Sudan,Product affordability,0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),2006,Sudan,,122
HIV_0000000026,Number of new HIV infections,2006,Sudan,Female,1400
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2006,Sudan,Rural,88.65
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2006,Sudan,All types,1.55
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2006,Sudan,Female,11.028895
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",2006,Sudan,,0
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),2006,Sudan,,489468
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,Sudan,Total,43.4
O_Cytisine_sold,Cytisine - legally sold,2006,Sudan,,0
MORT_200,Deaths per 1 000 live births,2006,Sudan,0-27 days,1.34389
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2006,Sudan,Urban,60.14022
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006,Sudan,Female,7.412375
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2006,Sudan,Both sexes,26.34846
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006,Sudan,Female,10.756085
CM_03,Number of neonatal deaths,2006,Sudan,Both sexes,37261.5
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2006,Sudan,All types,0.15
LIFE_0000000035,ex - expectation of life at age x,2006,Sudan,Both sexes,62.46533
SDGHIV,New HIV infections (per 1000 uninfected population),2006,Sudan,Both sexes,0.085
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2006,Sudan,Male,0.00176
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2006,Sudan,Female,39.25
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006,Sudan,Male,20.24209
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2006,Sudan,Rural,11.968055
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2006,Sudan,Male,0.09435
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2006,Sudan,Both sexes,47.3775
MORT_200,Deaths per 1 000 live births,2006,Sudan,1-59 months,0.83119
W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2006,Sudan,,0
LIFE_0000000031,lx - number of people left alive at age x,2006,Sudan,Male,75378.83707
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2006,Sudan,Mild,1299
MORT_200,Deaths per 1 000 live births,2006,Sudan,0-27 days,0
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),2006,Sudan,,93
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2006,Sudan,Male,0.03818
NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,2006,Sudan,,0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2006,Sudan,All types,1.55
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,Sudan,1-59 months,0.03428
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2006,Sudan,Both sexes,59.91311
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2006,Sudan,Male,3.9
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2006,Sudan,Male,992.27305
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2006,Sudan,Urban,1.2
WHS3_46,Total tetanus - number of reported cases,2006,Sudan,,456
HWF_0008,Nursing personnel (number),2006,Sudan,,32501
RSUD_560,Recommendations for screening and brief interventions for substance use in antenatal services,2006,Sudan,Alcohol,0
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),2006,Sudan,,10.07
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2006,Sudan,,129.732535
LIFE_0000000035,ex - expectation of life at age x,2006,Sudan,Male,4.8314
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2006,Sudan,Both sexes,4.745055
NTCP_agcy,National agency for tobacco control exists,2006,Sudan,,0
MH_12,Age-standardized suicide rates (per 100 000 population),2006,Sudan,Male,7.44865
MORT_100,Number of deaths,2006,Sudan,Both sexes,5284.61968
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006,Sudan,Both sexes,9.65629
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,2006,Sudan,,0
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2006,Sudan,,0
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2006,Sudan,Rural,16.39495
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2006,Sudan,Both sexes,17.610325
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2006,Sudan,Male,12506.40426
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2006,Sudan,Urban,0.055695
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2006,Sudan,Total,15.098665
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006,Sudan,Male,11.29209
RSUD_550,Recommendations for screening and brief interventions for substance use in primary health care,2006,Sudan,Prescription drugs,0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2006,Sudan,,3250
NCD_DTH_TOT,Total NCD Deaths (in thousands),2006,Sudan,Male,52854.16
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,Sudan,0-27 days,5.00E-05
MORT_100,Number of deaths,2006,Sudan,Both sexes,2960.57865
FINPROTECTION_IMP_NP215_POP,"Population pushed below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",2006,Sudan,Urban,1.59
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,Sudan,1-59 months,0.30906
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2006,Sudan,Total,42.85
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2006,Sudan,Male,27.02294
W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?,2006,Sudan,,0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),2006,Sudan,Severe,256.75
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2006,Sudan,36 to 41 months,9.65
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2006,Sudan,Male,12.925325
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2006,Sudan,Both sexes,104.45376
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2006,Sudan,Male,1741.15629
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2006,Sudan,Female,212.6337
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),2006,Sudan,Male,27.9
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),2006,Sudan,Female,0.5
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2006,Sudan,Female,157.93724
Yth_daily_tob_use,Prevalence of daily tobacco use among adolescents (%),2006,Sudan,Male,0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2006,Sudan,Beer,1.43
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2006,Sudan,Total,300
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2006,Sudan,Both sexes,211686.7714
WHS3_43,Pertussis - number of reported cases,2006,Sudan,,46605
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2006,Sudan,Male,89.949495
W16_number_hw_A,How many health warnings are approved by the law for cigarette packaging?,2006,Sudan,,1
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),2006,Sudan,Both sexes,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,Sudan,0-27 days,0.01845
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006,Sudan,Male,15.32019
